000,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Thursday 2021-08-12
001,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Friday 2021-08-13
002,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Monday 2021-08-16
003,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Tuesday 2021-08-17
004,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Wednesday 2021-08-18
005,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Thursday 2021-08-19
006,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Friday 2021-08-20
007,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Saturday 2021-08-21
008,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Monday 2021-08-23
009,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Tuesday 2021-08-24
010,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Wednesday 2021-08-25
011,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Thursday 2021-08-26
012,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Friday 2021-08-27
013,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Monday 2021-08-30
014,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Tuesday 2021-08-31
015,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Wednesday 2021-09-01
016,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Thursday 2021-09-02
017,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Friday 2021-09-03
018,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Saturday 2021-09-04
019,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Monday 2021-09-06
020,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Tuesday 2021-09-07
021,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Wednesday 2021-09-08
022,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Thursday 2021-09-09
023,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Friday 2021-09-10
024,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Saturday 2021-09-11
025,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Monday 2021-09-13
026,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Tuesday 2021-09-14
027,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Wednesday 2021-09-15
028,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Thursday 2021-09-16
029,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Friday 2021-09-17
030,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Saturday 2021-09-18
031,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Monday 2021-09-20
032,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Tuesday 2021-09-21
033,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Wednesday 2021-09-22
034,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Thursday 2021-09-23
035,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Friday 2021-09-24
036,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Saturday 2021-09-25
037,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Monday 2021-09-27
038,Edmonton,Canada,"Canadian Blood Services, Edmonton","Edmonton, AB, T6G 2R8",8249 114 St NW,Tuesday 2021-09-28
